00OW               20121019                                                                                   
0601OWA6+       20130101000425100000005000 0600000180000042   
0601OWA6+       20130101000430100000005000 0600000190000044   
0601OWA6+       20130101000435100000005000 0600000190000043   
0601OWA6+       20130101000440100000005000 0600000190000043   
0601OWA6+       20130101000445100000005000 0600000200000045   
0601OWA6+       20130101000450100000005000 0600000200000044   
0601OWA6+       20130101000455100000005000 0600000210000046   
0601OWA6+       20130101000460100000005000 0600000210000045   
0601OWA6+       20130101000465100000005000 0600000210000045   
0601OWA6+       20130101000470100000005000 0600000220000047   
0601OWA6+       20130101000475100000005000 0600000230000048   
0601OWA6+       20130101000480100000005000 0600000240000050   
0601OWA6+       20130101000485100000005000 0600000250000051   
0601OWA6+       20130101000490100000005000 0600000260000053   
0601OWA6+       20130101000495100000005000 0600000280000056   
0601OWA6+       20130101000500100000005000 0600000290000058   
0601OWA6+       20130101000505100000005000 0600000300000059   
0601OWA6+       20130101000510100000005000 0600000310000060   
0601OWA6+       20130101000515100000005000 0600000320000062   
0601OWA6+       20130101000520100000005000 0600000330000063   
0601OWA6+       20130101000525100000005000 0600000340000064   
0601OWA6+       20130101000530100000005000 0600000360000068   
0601OWA6+       20130101000535100000005000 0600000370000069   
0601OWA6+       20130101000540100000005000 0600000380000070   
0601OWA6+       20130101000545100000005000 0600000390000071   
0601OWA6+       20130101000550100000005000 0600000400000072   
0601OWA6+       20130101000555100000005000 0600000410000074   
0601OWA6+       20130101000560100000005000 0600000420000075   
0601OWA6+       20130101000565100000005000 0600000440000078   
0601OWA6+       20130101000570100000005000 0600000450000079   
0601OWA6+       20130101000575100000005000 0600000460000080   
0601OWA6+       20130101000580100000005000 0600000470000081   
0601OWA6+       20130101000585100000005000 0600000480000082   
0601OWA6+       20130101000590100000005000 0600000560000095   
0601OWA6+       20130101000595100000005000 0600000630000105   
0601OWA6+       20130101000600100000005000 0600000710000118   
0601OWA6+       20130101000605100000005000 0600000780000128   
0601OWA6+       20130101000610100000005000 0600000850000139   
0601OWA6+       20130101000615100000005000 0600000940000152   
0601OWA6+       20130101000620100000005000 0600001010000162   
0601OWA6+       20130101000625100000005000 0600001090000174   
0601OWA6+       20130101000630100000005000 0600001160000183   
0601OWA6+       20130101000635100000005000 0600001240000195   
0601OWA6+       20130101000640100000005000 0600001320000205   
0601OWA6+       20130101000645100000005000 0600001390000215   
0601OWA6+       20130101000650100000005000 0600001460000224   
0601OWA6+       20130101000655100000005000 0600001540000234   
0601OWA6+       20130101000660100000005000 0600001620000245   
0601OWA6+       20130101000665100000005000 0600001700000255   
0601OWA6+       20130101000670100000005000 0600001770000263   
0601OWA6+       20130101000675100000005000 0600001840000272   
0601OWA6+       20130101000680100000005000 0600001910000280   
0601OWA6+       20130101000685100000005000 0600002000000291   
0601OWA6+       20130101000690100000005000 0600002070000299   
0601OWA6+       20130101000695100000005000 0600002150000308   
0601OWA6+       20130101000700100000005000 0600002220000316   
0601OWA6+       20130101000705100000005000 0600002290000324   
0601OWA6+       20130101000710100000005000 0600002380000334   
0601OWA6+       20130101000715100000005000 0600002450000341   
0601OWA6+       20130101000720100000005000 0600002520000349   
0601OWA6+       20130101000725100000005000 0600002600000357   
0601OWA6+       20130101000730100000005000 0600002670000365   
0601OWA6+       20130101000735100000005000 0600002760000374   
0601OWA6+       20130101000740100000005000 0600002830000381   
0601OWA6+       20130101000745100000005000 0600002900000388   
0601OWA6+       20130101000750100000005000 0600002970000395   
0601OWA6+       20130101000755100000005000 0600003060000404   
0601OWA6+       20130101000760100000005000 0600003130000410   
0601OWA6+       20130101000765100000005000 0600003210000418   
0601OWA6+       20130101000770100000005000 0600003280000425   
0601OWA6+       20130101000775100000005000 0600003350000431   
0601OWA6+       20130101000780100000005000 0600003450000441   
0601OWA6+       20130101000785100000005000 0600003540000450   
0601OWA6+       20130101000790100000005000 0600003620000457   
0601OWA6+       20130101000795100000005000 0600003710000465   
0601OWA6+       20130101000800100000005000 0600003790000472   
0601OWA6+       20130101000805100000005000 0600003890000482   
0601OWA6+       20130101000810100000005000 0600003980000490   
0601OWA6+       20130101000815100000005000 0600004070000498   
0601OWA6+       20130101000820100000005000 0600004150000505   
0601OWA6+       20130101000825100000005000 0600004240000512   
0601OWA6+       20130101000830100000005000 0600004330000520   
0601OWA6+       20130101000835100000005000 0600004420000528   
0601OWA6+       20130101000840100000005000 0600004510000535   
0601OWA6+       20130101000845100000005000 0600004600000543   
0601OWA6+       20130101000850100000005000 0600004690000550   
0601OWA6+       20130101000855100000005000 0600004790000559   
0601OWA6+       20130101000860100000005000 0600004880000566   
0601OWA6+       20130101000865100000005000 0600004960000572   
0601OWA6+       20130101000870100000005000 0600005050000579   
0601OWA6+       20130101000875100000005000 0600005150000587   
0601OWA6+       20130101000880100000005000 0600005240000594   
0601OWA6+       20130101000885100000005000 0600005330000601   
0601OWA6+       20130101000890100000005000 0600005420000607   
0601OWA6+       20130101000895100000005000 0600005510000614   
0601OWA6+       20130101000900100000005000 0600005610000622   
0601OWA6+       20130101000905100000005000 0600005690000627   
0601OWA6+       20130101000910100000005000 0600005780000633   
0601OWA6+       20130101000915100000005000 0600005870000640   
0601OWA6+       20130101000920100000005000 0600005960000646   
0601OWA6+       20130101000925100000005000 0600006060000653   
0601OWA6+       20130101000930100000005000 0600006150000660   
0601OWA6+       20130101000935100000005000 0600006240000666   
0601OWA6+       20130101000940100000005000 0600006320000671   
0601OWA6+       20130101000945100000005000 0600006410000677   
0601OWA6+       20130101000950100000005000 0600006510000683   
0601OWA6+       20130101000955100000005000 0600006600000689   
0601OWA6+       20130101000960100000005000 0600006690000695   
0601OWA6+       20130101000965100000005000 0600006780000701   
0601OWA6+       20130101000970100000005000 0600006870000706   
0601OWA6+       20130101000975100000005000 0600006970000713   
0601OWA6+       20130101000980100000005000 0600007060000719   
0601OWA6+       20130101000985100000005000 0600007150000724   
0601OWA6+       20130101000990100000005000 0600007240000729   
0601OWA6+       20130101000995100000005000 0600007330000735   
0601OWA6+       20130101001000100000005000 0600007430000741   
0601OWA6+       20130101001005100000005000 0600007510000745   
0601OWA6+       20130101001010100000005000 0600007600000751   
0601OWA6+       20130101001015100000005000 0600007690000756   
0601OWA6+       20130101001020100000005000 0600007790000762   
0601OWA6+       20130101001025100000005000 0600007880000767   
0601OWA6+       20130101001030100000005000 0600007970000772   
0601OWA6+       20130101001035100000005000 0600008060000777   
0601OWA6+       20130101001040100000005000 0600008140000781   
0601OWA6+       20130101001045100000005000 0600008240000787   
0601OWA6+       20130101001050100000005000 0600008330000791   
0601OWA6+       20130101001055100000005000 0600008420000796   
0601OWA6+       20130101001060100000005000 0600008520000802   
0601OWA6+       20130101001065100000005000 0600008610000807   
0601OWA6+       20130101001070100000005000 0600008700000811   
0601OWA6+       20130101001075100000005000 0600008800000817   
0601OWA6+       20130101001080100000005000 0600008890000821   
0601OWA6+       20130101001085100000005000 0600008980000826   
0601OWA6+       20130101001090100000005000 0600009080000831   
0601OWA6+       20130101001095100000005000 0600009190000837   
0601OWA6+       20130101001100100000005000 0600009290000843   
0601OWA6+       20130101001105100000005000 0600009390000848   
0601OWA6+       20130101001110100000005000 0600009500000854   
0601OWA6+       20130101001115100000005000 0600009600000859   
0601OWA6+       20130101001120100000005000 0600009700000864   
0601OWA6+       20130101001125100000005000 0600009810000870   
0601OWA6+       20130101001130100000005000 0600009910000875   
0601OWA6+       20130101001135100000005000 0600010010000880   
0601OWA6+       20130101001140100000005000 0600010130000887   
0601OWA6+       20130101001145100000005000 0600010220000891   
0601OWA6+       20130101001150100000005000 0600010320000895   
0601OWA6+       20130101001155100000005000 0600010440000902   
0601OWA6+       20130101001160100000005000 0600010530000906   
0601OWA6+       20130101001165100000005000 0600010630000910   
0601OWA6+       20130101001170100000005000 0600010750000917   
0601OWA6+       20130101001175100000005000 0600010850000921   
0601OWA6+       20130101001180100000005000 0600010940000925   
0601OWA6+       20130101001185100000005000 0600011060000931   
0601OWA6+       20130101001190100000005000 0600011160000936   
0601OWA6+       20130101001195100000005000 0600011260000940   
0601OWA6+       20130101001200100000005000 0600011370000946   
0601OWA6+       20130101001205100000005000 0600011470000950   
0601OWA6+       20130101001210100000005000 0600011570000954   
0601OWA6+       20130101001215100000005000 0600011680000959   
0601OWA6+       20130101001220100000005000 0600011780000964   
0601OWA6+       20130101001225100000005000 0600011880000968   
0601OWA6+       20130101001230100000005000 0600012000000974   
0601OWA6+       20130101001235100000005000 0600012090000977   
0601OWA6+       20130101001240100000005000 0600012190000981   
0601OWA6+       20130101001245100000005000 0600012310000987   
0601OWA6+       20130101001250100000005000 0600012410000991   
0601OWA6+       20130101001255100000005000 0600012500000994   
0601OWA6+       20130101001260100000005000 0600012620001000   
0601OWA6+       20130101001265100000005000 0600012720001004   
0601OWA6+       20130101001270100000005000 0600012810001007   
0601OWA6+       20130101001275100000005000 0600012930001012   
0601OWA6+       20130101001280100000005000 0600013030001016   
0601OWA6+       20130101001285100000005000 0600013130001020   
0601OWA6+       20130101001290100000005000 0600013240001024   
0601OWA6+       20130101001295100000005000 0600013340001028   
0601OWA6+       20130101001300100000005000 0600013440001032   
0601OWA6+       20130101001305100000005000 0600013550001036   
0601OWA6+       20130101001310100000005000 0600013650001040   
0601OWA6+       20130101001315100000005000 0600013750001044   
0601OWA6+       20130101001320100000005000 0600013870001049   
0601OWA6+       20130101001325100000005000 0600013960001052   
0601OWA6+       20130101001330100000005000 0600014060001055   
0601OWA6+       20130101001335100000005000 0600014180001060   
0601OWA6+       20130101001340100000005000 0600014280001064   
0601OWA6+       20130101001345100000005000 0600014370001066   
0601OWA6+       20130101001350100000005000 0600014490001071   
0601OWA6+       20130101001355100000005000 0600014590001075   
0601OWA6+       20130101001360100000005000 0600014680001077   
0601OWA6+       20130101001365100000005000 0600014800001082   
0601OWA6+       20130101001370100000005000 0600014900001086   
0601OWA6+       20130101001375100000005000 0600015000001089   
0601OWA6+       20130101001380100000005000 0600015120001094   
0601OWA6+       20130101001385100000005000 0600015230001098   
0601OWA6+       20130101001390100000005000 0600015340001102   
0601OWA6+       20130101001395100000005000 0600015470001107   
0601OWA6+       20130101001400100000005000 0600015570001110   
0601OWA6+       20130101001405100000005000 0600015680001114   
0601OWA6+       20130101001410100000005000 0600015810001119   
0601OWA6+       20130101001415100000005000 0600015910001122   
0601OWA6+       20130101001420100000005000 0600016020001126   
0601OWA6+       20130101001425100000005000 0600016150001131   
0601OWA6+       20130101001430100000005000 0600016250001134   
0601OWA6+       20130101001435100000005000 0600016360001138   
0601OWA6+       20130101001440100000005000 0600016490001143   
0601OWA6+       20130101001445100000005000 0600016600001147   
0601OWA6+       20130101001450100000005000 0600016700001150   
0601OWA6+       20130101001455100000005000 0600016830001155   
0601OWA6+       20130101001460100000005000 0600016940001158   
0601OWA6+       20130101001465100000005000 0600017040001161   
0601OWA6+       20130101001470100000005000 0600017170001166   
0601OWA6+       20130101001475100000005000 0600017280001170   
0601OWA6+       20130101001480100000005000 0600017380001172   
0601OWA6+       20130101001485100000005000 0600017510001177   
0601OWA6+       20130101001490100000005000 0600017620001181   
0601OWA6+       20130101001495100000005000 0600017730001184   
0601OWA6+       20130101001500100000500000 0600023480001342   
0601OWA6+       20130101002000100000500000 0600035790001591   
0601OWA6+       20130101002500100000500000 0600048130001750   
0601OWA6+       20130101003000100000500000 0600060560001863   
0601OWA6+       20130101003500100000500000 0600072970001946   
0601OWA6+       20130101004000100000500000 0600085380002009   
0601OWA6+       20130101004500100000500000 0600097790002059   
0601OWA6+       20130101005000100000500000 0600110190002099   
0601OWA6+       20130101005500100000500000 0600122600002132   
0601OWA6+       20130101006000100000500000 0600135010002160   
0601OWA6+       20130101006500100000500000 0600147420002184   
0601OWA6+       20130101007000100000500000 0600159710002203   
0601OWA6+       20130101007500100000500000 0600171360002211   
0601OWA6+       20130101008000100000500000 0600183030002219   
0601OWA6+       20130101008500100000500000 0600194680002225   
0601OWA6+       20130101009000100000500000 0600206330002231   
0601OWA6+       20130101009500100000500000 0600217980002236   
0601OWA6+       20130101010000100000500000 0600229630002240   
0601OWA6+       20130101010500100000500000 0600241280002244   
0601OWA6+       20130101011000100000500000 0600252920002248   
0601OWA6+       20130101011500100000500000 0600264570002252   
0601OWA6+       20130101012000100000500000 0600276220002255   
0601OWA6+       20130101012500100000500000 0600287870002258   
0601OWA6+       20130101013000100000500000 0600299540002261   
0601OWA6+       20130101013500100000500000 0600311190002263   
0601OWA6+       20130101014000100000500000 0600322840002266   
0601OWA6+       20130101014500100000500000 0600334490002268   
0601OWA6+       20130101015000100000500000 0600346140002270   
0601OWA6+       20130101015500100000500000 0600357790002272   
0601OWA6+       20130101016000100000500000 0600369440002273   
0601OWA6+       20130101016500100000500000 0600381090002275   
0601OWA6+       20130101017000100000500000 0600392740002277   
0601OWA6+       20130101017500100000500000 0600404380002278   
0601OWA6+       20130101018000100000500000 0600416060002280   
0601OWA6+       20130101018500100000500000 0600427700002281   
0601OWA6+       20130101019000100000500000 0600439350002282   
0601OWA6+       20130101019500100000500000 0600451000002284   
0601OWA7+       20130101000000100000040000 0700000030000150   
0601OWA7+       20130101000040100000005000 0700000030000071   
0601OWA7+       20130101000045100000005000 0700000030000063   
0601OWA7+       20130101000050100000005000 0700000030000057   
0601OWA7+       20130101000055100000005000 0700000030000052   
0601OWA7+       20130101000060100000005000 0700000030000048   
0601OWA7+       20130101000065100000005000 0700000030000044   
0601OWA7+       20130101000070100000005000 0700000030000041   
0601OWA7+       20130101000075100000005000 0700000030000039   
0601OWA7+       20130101000080100000005000 0700000030000036   
0601OWA7+       20130101000085100000005000 0700000030000034   
0601OWA7+       20130101000090100000005000 0700000030000032   
0601OWA7+       20130101000095100000005000 0700000030000031   
0601OWA7+       20130101000100100000005000 0700000030000029   
0601OWA7+       20130101000105100000005000 0700000030000028   
0601OWA7+       20130101000110100000005000 0700000030000027   
0601OWA7+       20130101000115100000005000 0700000030000026   
0601OWA7+       20130101000120100000005000 0700000030000024   
0601OWA7+       20130101000125100000005000 0700000030000024   
0601OWA7+       20130101000130100000005000 0700000030000023   
0601OWA7+       20130101000135100000005000 0700000030000022   
0601OWA7+       20130101000140100000005000 0700000030000021   
0601OWA7+       20130101000145100000005000 0700000030000020   
0601OWA7+       20130101000150100000005000 0700000030000020   
0601OWA7+       20130101000155100000005000 0700000030000019   
0601OWA7+       20130101000160100000005000 0700000030000018   
0601OWA7+       20130101000165100000005000 0700000030000018   
0601OWA7+       20130101000170100000005000 0700000030000017   
0601OWA7+       20130101000175100000005000 0700000030000017   
0601OWA7+       20130101000180100000005000 0700000030000016   
0601OWA7+       20130101000185100000005000 0700000030000016   
0601OWA7+       20130101000190100000005000 0700000030000016   
0601OWA7+       20130101000195100000005000 0700000030000015   
0601OWA7+       20130101000200100000005000 0700000030000015   
0601OWA7+       20130101000205100000005000 0700000030000014   
0601OWA7+       20130101000210100000005000 0700000030000014   
0601OWA7+       20130101000215100000005000 0700000030000014   
0601OWA7+       20130101000220100000005000 0700000030000013   
0601OWA7+       20130101000225100000005000 0700000050000022   
0601OWA7+       20130101000230100000005000 0700000050000022   
0601OWA7+       20130101000235100000005000 0700000060000025   
0601OWA7+       20130101000240100000005000 0700000060000025   
0601OWA7+       20130101000245100000005000 0700000060000024   
0601OWA7+       20130101000250100000005000 0700000070000028   
0601OWA7+       20130101000255100000005000 0700000070000027   
0601OWA7+       20130101000260100000005000 0700000070000027   
0601OWA7+       20130101000265100000005000 0700000070000026   
0601OWA7+       20130101000270100000005000 0700000080000029   
0601OWA7+       20130101000275100000005000 0700000080000029   
0601OWA7+       20130101000280100000005000 0700000080000028   
0601OWA7+       20130101000285100000005000 0700000090000031   
0601OWA7+       20130101000290100000005000 0700000090000031   
0601OWA7+       20130101000295100000005000 0700000090000030   
0601OWA7+       20130101000300100000005000 0700000100000033   
0601OWA7+       20130101000305100000005000 0700000100000033   
0601OWA7+       20130101000310100000005000 0700000100000032   
0601OWA7+       20130101000315100000005000 0700000110000035   
0601OWA7+       20130101000320100000005000 0700000110000034   
0601OWA7+       20130101000325100000005000 0700000110000034   
0601OWA7+       20130101000330100000005000 0700000120000036   
0601OWA7+       20130101000335100000005000 0700000120000036   
0601OWA7+       20130101000340100000005000 0700000120000035   
0601OWA7+       20130101000345100000005000 0700000130000037   
0601OWA7+       20130101000350100000005000 0700000130000037   
0601OWA7+       20130101000355100000005000 0700000130000036   
0601OWA7+       20130101000360100000005000 0700000140000039   
0601OWA7+       20130101000365100000005000 0700000140000038   
0601OWA7+       20130101000370100000005000 0700000140000038   
0601OWA7+       20130101000375100000005000 0700000150000040   
0601OWA7+       20130101000380100000005000 0700000150000039   
0601OWA7+       20130101000385100000005000 0700000150000039   
0601OWA7+       20130101000390100000005000 0700000160000041   
0601OWA7+       20130101000395100000005000 0700000160000040   
0601OWA7+       20130101000400100000005000 0700000160000040   
0601OWA7+       20130101000405100000005000 0700000170000042   
0601OWA7+       20130101000410100000005000 0700000170000041   
0601OWA7+       20130101000415100000005000 0700000180000043   
0601OWA7+       20130101000420100000005000 0700000180000043   
0601OWA7+       20130101000425100000005000 0700000180000042   
0601OWA7+       20130101000430100000005000 0700000190000044   
0601OWA7+       20130101000435100000005000 0700000190000043   
0601OWA7+       20130101000440100000005000 0700000190000043   
0601OWA7+       20130101000445100000005000 0700000200000045   
0601OWA7+       20130101000450100000005000 0700000200000044   
0601OWA7+       20130101000455100000005000 0700000210000046   
0601OWA7+       20130101000460100000005000 0700000210000045   
0601OWA7+       20130101000465100000005000 0700000210000045   
0601OWA7+       20130101000470100000005000 0700000220000047   
0601OWA7+       20130101000475100000005000 0700000230000048   
0601OWA7+       20130101000480100000005000 0700000240000050   
0601OWA7+       20130101000485100000005000 0700000250000051   
0601OWA7+       20130101000490100000005000 0700000260000053   
0601OWA7+       20130101000495100000005000 0700000280000056   
0601OWA7+       20130101000500100000005000 0700000290000058   
0601OWA7+       20130101000505100000005000 0700000300000059   
0601OWA7+       20130101000510100000005000 0700000310000060   
0601OWA7+       20130101000515100000005000 0700000320000062   
0601OWA7+       20130101000520100000005000 0700000330000063   
0601OWA7+       20130101000525100000005000 0700000340000064   
0601OWA7+       20130101000530100000005000 0700000360000068   
0601OWA7+       20130101000535100000005000 0700000370000069   
0601OWA7+       20130101000540100000005000 0700000380000070   
0601OWA7+       20130101000545100000005000 0700000390000071   
0601OWA7+       20130101000550100000005000 0700000400000072   
0601OWA7+       20130101000555100000005000 0700000410000074   
0601OWA7+       20130101000560100000005000 0700000420000075   
0601OWA7+       20130101000565100000005000 0700000440000078   
0601OWA7+       20130101000570100000005000 0700000450000079   
0601OWA7+       20130101000575100000005000 0700000460000080   
0601OWA7+       20130101000580100000005000 0700000470000081   
0601OWA7+       20130101000585100000005000 0700000480000082   
0601OWA7+       20130101000590100000005000 0700000490000083   
0601OWA7+       20130101000595100000005000 0700000500000084   
0601OWA7+       20130101000600100000005000 0700000510000085   
0601OWA7+       20130101000605100000005000 0700000520000086   
0601OWA7+       20130101000610100000005000 0700000540000088   
0601OWA7+       20130101000615100000005000 0700000550000089   
0601OWA7+       20130101000620100000005000 0700000560000090   
0601OWA7+       20130101000625100000005000 0700000580000092   
0601OWA7+       20130101000630100000005000 0700000590000093   
0601OWA7+       20130101000635100000005000 0700000600000094   
0601OWA7+       20130101000640100000005000 0700000610000095   
0601OWA7+       20130101000645100000005000 0700000630000097   
0601OWA7+       20130101000650100000005000 0700000640000098   
0601OWA7+       20130101000655100000005000 0700000700000106   
0601OWA7+       20130101000660100000005000 0700000780000118   
0601OWA7+       20130101000665100000005000 0700000860000129   
0601OWA7+       20130101000670100000005000 0700000930000138   
0601OWA7+       20130101000675100000005000 0700001000000148   
0601OWA7+       20130101000680100000005000 0700001080000158   
0601OWA7+       20130101000685100000005000 0700001160000169   
0601OWA7+       20130101000690100000005000 0700001230000178   
0601OWA7+       20130101000695100000005000 0700001310000188   
0601OWA7+       20130101000700100000005000 0700001380000196   
0601OWA7+       20130101000705100000005000 0700001450000205   
0601OWA7+       20130101000710100000005000 0700001540000216   
0601OWA7+       20130101000715100000005000 0700001610000224   
0601OWA7+       20130101000720100000005000 0700001690000234   
0601OWA7+       20130101000725100000005000 0700001760000242   
0601OWA7+       20130101000730100000005000 0700001830000250   
0601OWA7+       20130101000735100000005000 0700001920000260   
0601OWA7+       20130101000740100000005000 0700001990000268   
0601OWA7+       20130101000745100000005000 0700002060000276   
0601OWA7+       20130101000750100000005000 0700002140000284   
0601OWA7+       20130101000755100000005000 0700002220000293   
0601OWA7+       20130101000760100000005000 0700002290000300   
0601OWA7+       20130101000765100000005000 0700002370000309   
0601OWA7+       20130101000770100000005000 0700002440000316   
0601OWA7+       20130101000775100000005000 0700002510000323   
0601OWA7+       20130101000780100000005000 0700002610000334   
0601OWA7+       20130101000785100000005000 0700002700000343   
0601OWA7+       20130101000790100000005000 0700002780000351   
0601OWA7+       20130101000795100000005000 0700002870000360   
0601OWA7+       20130101000800100000005000 0700002950000368   
0601OWA7+       20130101000805100000005000 0700003060000379   
0601OWA7+       20130101000810100000005000 0700003140000386   
0601OWA7+       20130101000815100000005000 0700003230000395   
0601OWA7+       20130101000820100000005000 0700003310000402   
0601OWA7+       20130101000825100000005000 0700003400000411   
0601OWA7+       20130101000830100000005000 0700003500000420   
0601OWA7+       20130101000835100000005000 0700003580000427   
0601OWA7+       20130101000840100000005000 0700003670000436   
0601OWA7+       20130101000845100000005000 0700003760000444   
0601OWA7+       20130101000850100000005000 0700003850000452   
0601OWA7+       20130101000855100000005000 0700003950000461   
0601OWA7+       20130101000860100000005000 0700004040000468   
0601OWA7+       20130101000865100000005000 0700004130000476   
0601OWA7+       20130101000870100000005000 0700004210000483   
0601OWA7+       20130101000875100000005000 0700004310000491   
0601OWA7+       20130101000880100000005000 0700004400000499   
0601OWA7+       20130101000885100000005000 0700004490000506   
0601OWA7+       20130101000890100000005000 0700004580000513   
0601OWA7+       20130101000895100000005000 0700004670000520   
0601OWA7+       20130101000900100000005000 0700004770000529   
0601OWA7+       20130101000905100000005000 0700004860000536   
0601OWA7+       20130101000910100000005000 0700004940000541   
0601OWA7+       20130101000915100000005000 0700005030000548   
0601OWA7+       20130101000920100000005000 0700005120000555   
0601OWA7+       20130101000925100000005000 0700005220000563   
0601OWA7+       20130101000930100000005000 0700005310000569   
0601OWA7+       20130101000935100000005000 0700005400000576   
0601OWA7+       20130101000940100000005000 0700005490000582   
0601OWA7+       20130101000945100000005000 0700005570000588   
0601OWA7+       20130101000950100000005000 0700005670000595   
0601OWA7+       20130101000955100000005000 0700005760000602   
0601OWA7+       20130101000960100000005000 0700005850000608   
0601OWA7+       20130101000965100000005000 0700005940000614   
0601OWA7+       20130101000970100000005000 0700006030000620   
0601OWA7+       20130101000975100000005000 0700006130000627   
0601OWA7+       20130101000980100000005000 0700006220000633   
0601OWA7+       20130101000985100000005000 0700006310000639   
0601OWA7+       20130101000990100000005000 0700006400000645   
0601OWA7+       20130101000995100000005000 0700006490000651   
0601OWA7+       20130101001000100000005000 0700006590000657   
0601OWA7+       20130101001005100000005000 0700006680000663   
0601OWA7+       20130101001010100000005000 0700006760000668   
0601OWA7+       20130101001015100000005000 0700006850000673   
0601OWA7+       20130101001020100000005000 0700006950000680   
0601OWA7+       20130101001025100000005000 0700007040000685   
0601OWA7+       20130101001030100000005000 0700007130000691   
0601OWA7+       20130101001035100000005000 0700007220000696   
0601OWA7+       20130101001040100000005000 0700007310000701   
0601OWA7+       20130101001045100000005000 0700007410000707   
0601OWA7+       20130101001050100000005000 0700007490000712   
0601OWA7+       20130101001055100000005000 0700007580000717   
0601OWA7+       20130101001060100000005000 0700007680000723   
0601OWA7+       20130101001065100000005000 0700007770000728   
0601OWA7+       20130101001070100000005000 0700007860000733   
0601OWA7+       20130101001075100000005000 0700007970000740   
0601OWA7+       20130101001080100000005000 0700008050000744   
0601OWA7+       20130101001085100000005000 0700008150000749   
0601OWA7+       20130101001090100000005000 0700008240000754   
0601OWA7+       20130101001095100000005000 0700008350000761   
0601OWA7+       20130101001100100000005000 0700008450000766   
0601OWA7+       20130101001105100000005000 0700008550000772   
0601OWA7+       20130101001110100000005000 0700008660000778   
0601OWA7+       20130101001115100000005000 0700008760000784   
0601OWA7+       20130101001120100000005000 0700008860000789   
0601OWA7+       20130101001125100000005000 0700008980000796   
0601OWA7+       20130101001130100000005000 0700009070000801   
0601OWA7+       20130101001135100000005000 0700009170000806   
0601OWA7+       20130101001140100000005000 0700009290000813   
0601OWA7+       20130101001145100000005000 0700009380000817   
0601OWA7+       20130101001150100000005000 0700009480000823   
0601OWA7+       20130101001155100000005000 0700009600000829   
0601OWA7+       20130101001160100000005000 0700009700000834   
0601OWA7+       20130101001165100000005000 0700009790000839   
0601OWA7+       20130101001170100000005000 0700009910000845   
0601OWA7+       20130101001175100000005000 0700010010000850   
0601OWA7+       20130101001180100000005000 0700010110000855   
0601OWA7+       20130101001185100000005000 0700010220000861   
0601OWA7+       20130101001190100000005000 0700010320000865   
0601OWA7+       20130101001195100000005000 0700010420000870   
0601OWA7+       20130101001200100000005000 0700010530000876   
0601OWA7+       20130101001205100000005000 0700010630000880   
0601OWA7+       20130101001210100000005000 0700010730000885   
0601OWA7+       20130101001215100000005000 0700010850000891   
0601OWA7+       20130101001220100000005000 0700010940000895   
0601OWA7+       20130101001225100000005000 0700011040000899   
0601OWA7+       20130101001230100000005000 0700011160000905   
0601OWA7+       20130101001235100000005000 0700011260000910   
0601OWA7+       20130101001240100000005000 0700011350000913   
0601OWA7+       20130101001245100000005000 0700011470000919   
0601OWA7+       20130101001250100000005000 0700011570000924   
0601OWA7+       20130101001255100000005000 0700011660000927   
0601OWA7+       20130101001260100000005000 0700011780000933   
0601OWA7+       20130101001265100000005000 0700011880000937   
0601OWA7+       20130101001270100000005000 0700011980000941   
0601OWA7+       20130101001275100000005000 0700012090000946   
0601OWA7+       20130101001280100000005000 0700012190000950   
0601OWA7+       20130101001285100000005000 0700012290000955   
0601OWA7+       20130101001290100000005000 0700012400000959   
0601OWA7+       20130101001295100000005000 0700012500000963   
0601OWA7+       20130101001300100000005000 0700012600000967   
0601OWA7+       20130101001305100000005000 0700012720000973   
0601OWA7+       20130101001310100000005000 0700012810000976   
0601OWA7+       20130101001315100000005000 0700012910000980   
0601OWA7+       20130101001320100000005000 0700013030000985   
0601OWA7+       20130101001325100000005000 0700013130000989   
0601OWA7+       20130101001330100000005000 0700013220000992   
0601OWA7+       20130101001335100000005000 0700013340000997   
0601OWA7+       20130101001340100000005000 0700013440001001   
0601OWA7+       20130101001345100000005000 0700013530001004   
0601OWA7+       20130101001350100000005000 0700013650001009   
0601OWA7+       20130101001355100000005000 0700013750001013   
0601OWA7+       20130101001360100000005000 0700013850001017   
0601OWA7+       20130101001365100000005000 0700013960001021   
0601OWA7+       20130101001370100000005000 0700014060001024   
0601OWA7+       20130101001375100000005000 0700014160001028   
0601OWA7+       20130101001380100000005000 0700014290001034   
0601OWA7+       20130101001385100000005000 0700014390001037   
0601OWA7+       20130101001390100000005000 0700014500001041   
0601OWA7+       20130101001395100000005000 0700014630001047   
0601OWA7+       20130101001400100000005000 0700014730001050   
0601OWA7+       20130101001405100000005000 0700014840001054   
0601OWA7+       20130101001410100000005000 0700014970001060   
0601OWA7+       20130101001415100000005000 0700015070001063   
0601OWA7+       20130101001420100000005000 0700015180001067   
0601OWA7+       20130101001425100000005000 0700015310001073   
0601OWA7+       20130101001430100000005000 0700015420001076   
0601OWA7+       20130101001435100000005000 0700015520001080   
0601OWA7+       20130101001440100000005000 0700015650001085   
0601OWA7+       20130101001445100000005000 0700015760001089   
0601OWA7+       20130101001450100000005000 0700015860001092   
0601OWA7+       20130101001455100000005000 0700015990001097   
